cell,seed,scope,key,metric,value
762f+dj6y,4,element,Mn,precision,0.0
762f+dj6y,4,element,Mn,recall,0.0
762f+dj6y,4,element,Mn,support,3.0
762f+dj6y,4,element,Mn,false_positives,0.0
762f+dj6y,4,element,Na,precision,0.0
762f+dj6y,4,element,Na,recall,0.0
762f+dj6y,4,element,Na,support,5.0
762f+dj6y,4,element,Na,false_positives,0.0
762f+dj6y,4,element,P,precision,0.0
762f+dj6y,4,element,P,recall,0.0
762f+dj6y,4,element,P,support,3.0
762f+dj6y,4,element,P,false_positives,0.0
762f+dj6y,4,element,Pb,precision,0.0
762f+dj6y,4,element,Pb,recall,0.0
762f+dj6y,4,element,Pb,support,1.0
762f+dj6y,4,element,Pb,false_positives,0.0
762f+dj6y,4,element,Si,precision,0.0
762f+dj6y,4,element,Si,recall,0.0
762f+dj6y,4,element,Si,support,6.0
762f+dj6y,4,element,Si,false_positives,0.0
762f+dj6y,4,element,Ti,precision,0.0
762f+dj6y,4,element,Ti,recall,0.0
762f+dj6y,4,element,Ti,support,6.0
762f+dj6y,4,element,Ti,false_positives,0.0
all_three,0,overall,overall,macro_f1,0.11111111111111112
all_three,0,overall,overall,macro_precision,0.18181818181818182
all_three,0,overall,overall,macro_recall,0.10227272727272728
all_three,0,overall,overall,false_positives_per_spectrum,0.09090909090909091
all_three,0,element,Al,precision,1.0
all_three,0,element,Al,recall,0.2222222222222222
all_three,0,element,Al,support,9.0
all_three,0,element,Al,false_positives,0.0
all_three,0,element,Ca,precision,0.0
all_three,0,element,Ca,recall,0.0
all_three,0,element,Ca,support,8.0
all_three,0,element,Ca,false_positives,1.0
all_three,0,element,Cr,precision,0.0
all_three,0,element,Cr,recall,0.0
all_three,0,element,Cr,support,1.0
all_three,0,element,Cr,false_positives,0.0
all_three,0,element,Cu,precision,0.0
all_three,0,element,Cu,recall,0.0
all_three,0,element,Cu,support,1.0
all_three,0,element,Cu,false_positives,0.0
all_three,0,element,Fe,precision,0.0
all_three,0,element,Fe,recall,0.0
all_three,0,element,Fe,support,8.0
all_three,0,element,Fe,false_positives,0.0
all_three,0,element,K,precision,0.0
all_three,0,element,K,recall,0.0
all_three,0,element,K,support,6.0
all_three,0,element,K,false_positives,0.0
all_three,0,element,Mg,precision,0.0
all_three,0,element,Mg,recall,0.0
all_three,0,element,Mg,support,9.0
all_three,0,element,Mg,false_positives,0.0
all_three,0,element,Mn,precision,0.0
all_three,0,element,Mn,recall,0.0
all_three,0,element,Mn,support,3.0
all_three,0,element,Mn,false_positives,0.0
all_three,0,element,Na,precision,0.0
all_three,0,element,Na,recall,0.0
all_three,0,element,Na,support,5.0
all_three,0,element,Na,false_positives,0.0
all_three,0,element,P,precision,0.0
all_three,0,element,P,recall,0.0
all_three,0,element,P,support,3.0
all_three,0,element,P,false_positives,0.0
all_three,0,element,Pb,precision,0.0
all_three,0,element,Pb,recall,0.0
all_three,0,element,Pb,support,1.0
all_three,0,element,Pb,false_positives,0.0
all_three,0,element,Si,precision,0.0
all_three,0,element,Si,recall,0.0
all_three,0,element,Si,support,6.0
all_three,0,element,Si,false_positives,0.0
all_three,0,element,Ti,precision,0.0
all_three,0,element,Ti,recall,0.0
all_three,0,element,Ti,support,6.0
all_three,0,element,Ti,false_positives,0.0
all_three,1,overall,overall,macro_f1,0.11111111111111112
all_three,1,overall,overall,macro_precision,0.18181818181818182
all_three,1,overall,overall,macro_recall,0.10227272727272728
all_three,1,overall,overall,false_positives_per_spectrum,0.09090909090909091
all_three,1,element,Al,precision,1.0
all_three,1,element,Al,recall,0.2222222222222222
all_three,1,element,Al,support,9.0
all_three,1,element,Al,false_positives,0.0
all_three,1,element,Ca,precision,0.0
all_three,1,element,Ca,recall,0.0
all_three,1,element,Ca,support,8.0
all_three,1,element,Ca,false_positives,1.0
all_three,1,element,Cr,precision,0.0
all_three,1,element,Cr,recall,0.0
all_three,1,element,Cr,support,1.0
all_three,1,element,Cr,false_positives,0.0
all_three,1,element,Cu,precision,0.0
all_three,1,element,Cu,recall,0.0
all_three,1,element,Cu,support,1.0
all_three,1,element,Cu,false_positives,0.0
all_three,1,element,Fe,precision,0.0
all_three,1,element,Fe,recall,0.0
all_three,1,element,Fe,support,8.0
all_three,1,element,Fe,false_positives,0.0
all_three,1,element,K,precision,0.0
all_three,1,element,K,recall,0.0
all_three,1,element,K,support,6.0
all_three,1,element,K,false_positives,0.0
all_three,1,element,Mg,precision,0.0
all_three,1,element,Mg,recall,0.0
all_three,1,element,Mg,support,9.0
all_three,1,element,Mg,false_positives,0.0
all_three,1,element,Mn,precision,0.0
all_three,1,element,Mn,recall,0.0
all_three,1,element,Mn,support,3.0
all_three,1,element,Mn,false_positives,0.0
all_three,1,element,Na,precision,0.0
all_three,1,element,Na,recall,0.0
all_three,1,element,Na,support,5.0
all_three,1,element,Na,false_positives,0.0
all_three,1,element,P,precision,0.0
all_three,1,element,P,recall,0.0
all_three,1,element,P,support,3.0
all_three,1,element,P,false_positives,0.0
all_three,1,element,Pb,precision,0.0
all_three,1,element,Pb,recall,0.0
all_three,1,element,Pb,support,1.0
all_three,1,element,Pb,false_positives,0.0
all_three,1,element,Si,precision,0.0
all_three,1,element,Si,recall,0.0
all_three,1,element,Si,support,6.0
all_three,1,element,Si,false_positives,0.0
all_three,1,element,Ti,precision,0.0
all_three,1,element,Ti,recall,0.0
all_three,1,element,Ti,support,6.0
all_three,1,element,Ti,false_positives,0.0
all_three,2,overall,overall,macro_f1,0.11111111111111112
all_three,2,overall,overall,macro_precision,0.18181818181818182
all_three,2,overall,overall,macro_recall,0.10227272727272728
all_three,2,overall,overall,false_positives_per_spectrum,0.09090909090909091
all_three,2,element,Al,precision,1.0
all_three,2,element,Al,recall,0.2222222222222222
all_three,2,element,Al,support,9.0
all_three,2,element,Al,false_positives,0.0
all_three,2,element,Ca,precision,0.0
all_three,2,element,Ca,recall,0.0
all_three,2,element,Ca,support,8.0
all_three,2,element,Ca,false_positives,1.0
all_three,2,element,Cr,precision,0.0
all_three,2,element,Cr,recall,0.0
all_three,2,element,Cr,support,1.0
all_three,2,element,Cr,false_positives,0.0
all_three,2,element,Cu,precision,0.0
all_three,2,element,Cu,recall,0.0
all_three,2,element,Cu,support,1.0
all_three,2,element,Cu,false_positives,0.0
all_three,2,element,Fe,precision,0.0
all_three,2,element,Fe,recall,0.0
all_three,2,element,Fe,support,8.0
all_three,2,element,Fe,false_positives,0.0
all_three,2,element,K,precision,0.0
all_three,2,element,K,recall,0.0
all_three,2,element,K,support,6.0
all_three,2,element,K,false_positives,0.0
all_three,2,element,Mg,precision,0.0
all_three,2,element,Mg,recall,0.0
all_three,2,element,Mg,support,9.0
all_three,2,element,Mg,false_positives,0.0
all_three,2,element,Mn,precision,0.0
all_three,2,element,Mn,recall,0.0
all_three,2,element,Mn,support,3.0
all_three,2,element,Mn,false_positives,0.0
all_three,2,element,Na,precision,0.0
all_three,2,element,Na,recall,0.0
all_three,2,element,Na,support,5.0
all_three,2,element,Na,false_positives,0.0
all_three,2,element,P,precision,0.0
all_three,2,element,P,recall,0.0
all_three,2,element,P,support,3.0
all_three,2,element,P,false_positives,0.0
all_three,2,element,Pb,precision,0.0
all_three,2,element,Pb,recall,0.0
all_three,2,element,Pb,support,1.0
all_three,2,element,Pb,false_positives,0.0
all_three,2,element,Si,precision,0.0
all_three,2,element,Si,recall,0.0
all_three,2,element,Si,support,6.0
all_three,2,element,Si,false_positives,0.0
all_three,2,element,Ti,precision,0.0
all_three,2,element,Ti,recall,0.0
all_three,2,element,Ti,support,6.0
all_three,2,element,Ti,false_positives,0.0
all_three,3,overall,overall,macro_f1,0.11111111111111112
all_three,3,overall,overall,macro_precision,0.18181818181818182
all_three,3,overall,overall,macro_recall,0.10227272727272728
all_three,3,overall,overall,false_positives_per_spectrum,0.09090909090909091
all_three,3,element,Al,precision,1.0
all_three,3,element,Al,recall,0.2222222222222222
all_three,3,element,Al,support,9.0
all_three,3,element,Al,false_positives,0.0
all_three,3,element,Ca,precision,0.0
all_three,3,element,Ca,recall,0.0
all_three,3,element,Ca,support,8.0
all_three,3,element,Ca,false_positives,1.0
all_three,3,element,Cr,precision,0.0
all_three,3,element,Cr,recall,0.0
all_three,3,element,Cr,support,1.0
all_three,3,element,Cr,false_positives,0.0
all_three,3,element,Cu,precision,0.0
all_three,3,element,Cu,recall,0.0
all_three,3,element,Cu,support,1.0
all_three,3,element,Cu,false_positives,0.0
all_three,3,element,Fe,precision,0.0
all_three,3,element,Fe,recall,0.0
all_three,3,element,Fe,support,8.0
all_three,3,element,Fe,false_positives,0.0
all_three,3,element,K,precision,0.0
all_three,3,element,K,recall,0.0
all_three,3,element,K,support,6.0
all_three,3,element,K,false_positives,0.0
all_three,3,element,Mg,precision,0.0
all_three,3,element,Mg,recall,0.0
all_three,3,element,Mg,support,9.0
all_three,3,element,Mg,false_positives,0.0
all_three,3,element,Mn,precision,0.0
all_three,3,element,Mn,recall,0.0
all_three,3,element,Mn,support,3.0
all_three,3,element,Mn,false_positives,0.0
all_three,3,element,Na,precision,0.0
all_three,3,element,Na,recall,0.0
all_three,3,element,Na,support,5.0
all_three,3,element,Na,false_positives,0.0
all_three,3,element,P,precision,0.0
all_three,3,element,P,recall,0.0
all_three,3,element,P,support,3.0
all_three,3,element,P,false_positives,0.0
all_three,3,element,Pb,precision,0.0
all_three,3,element,Pb,recall,0.0
all_three,3,element,Pb,support,1.0
all_three,3,element,Pb,false_positives,0.0
all_three,3,element,Si,precision,0.0
all_three,3,element,Si,recall,0.0
all_three,3,element,Si,support,6.0
all_three,3,element,Si,false_positives,0.0
all_three,3,element,Ti,precision,0.0
all_three,3,element,Ti,recall,0.0
all_three,3,element,Ti,support,6.0
all_three,3,element,Ti,false_positives,0.0
all_three,4,overall,overall,macro_f1,0.11111111111111112
all_three,4,overall,overall,macro_precision,0.18181818181818182
all_three,4,overall,overall,macro_recall,0.10227272727272728
all_three,4,overall,overall,false_positives_per_spectrum,0.09090909090909091
all_three,4,element,Al,precision,1.0
all_three,4,element,Al,recall,0.2222222222222222
all_three,4,element,Al,support,9.0
all_three,4,element,Al,false_positives,0.0
all_three,4,element,Ca,precision,0.0
all_three,4,element,Ca,recall,0.0
all_three,4,element,Ca,support,8.0
all_three,4,element,Ca,false_positives,1.0
all_three,4,element,Cr,precision,0.0
all_three,4,element,Cr,recall,0.0
all_three,4,element,Cr,support,1.0
all_three,4,element,Cr,false_positives,0.0
all_three,4,element,Cu,precision,0.0
all_three,4,element,Cu,recall,0.0
all_three,4,element,Cu,support,1.0
all_three,4,element,Cu,false_positives,0.0
all_three,4,element,Fe,precision,0.0
all_three,4,element,Fe,recall,0.0
all_three,4,element,Fe,support,8.0
all_three,4,element,Fe,false_positives,0.0
all_three,4,element,K,precision,0.0
all_three,4,element,K,recall,0.0
all_three,4,element,K,support,6.0
all_three,4,element,K,false_positives,0.0
all_three,4,element,Mg,precision,0.0
all_three,4,element,Mg,recall,0.0
all_three,4,element,Mg,support,9.0
all_three,4,element,Mg,false_positives,0.0
all_three,4,element,Mn,precision,0.0
all_three,4,element,Mn,recall,0.0
all_three,4,element,Mn,support,3.0
all_three,4,element,Mn,false_positives,0.0
all_three,4,element,Na,precision,0.0
all_three,4,element,Na,recall,0.0
all_three,4,element,Na,support,5.0
all_three,4,element,Na,false_positives,0.0
all_three,4,element,P,precision,0.0
all_three,4,element,P,recall,0.0
all_three,4,element,P,support,3.0
all_three,4,element,P,false_positives,0.0
all_three,4,element,Pb,precision,0.0
all_three,4,element,Pb,recall,0.0
all_three,4,element,Pb,support,1.0
all_three,4,element,Pb,false_positives,0.0
all_three,4,element,Si,precision,0.0
all_three,4,element,Si,recall,0.0
all_three,4,element,Si,support,6.0
all_three,4,element,Si,false_positives,0.0
all_three,4,element,Ti,precision,0.0
all_three,4,element,Ti,recall,0.0
all_three,4,element,Ti,support,6.0
all_three,4,element,Ti,false_positives,0.0
